ID;G0100;G0101;G0102;G0103;G0104;G0105;G0106;G0108;G0110;G0111;G0112;G0113
629;Poço Escavado-Cacimba;8.00;1.00;1.00;;;;;;;;
630;;;;;;;;;;;;
631;;;;;;;;;;;;
632;Poço Tubular;9.00;1.00;1.00;;;10/30/1999;;;;;
633;;;;;;;;;;;;
634;;;;;;;;;;;;
635;;;;;;;;;;;;
636;;;;;;;;;;;;
637;;;;;;;;;;;;
638;;;;;;;;;;;;
639;;;;;;;;;;;;
640;Poço Tubular;13.00;1.00;2.00;;;;;;;;
641;;;;;;;;;;;;
642;;;;;;;;;;;;
643;Poço Escavado-Cacimba;12.00;1.00;1.00;;;05/05/2015;;;;;
644;Poço Escavado-Cacimba;14.00;1.5;3.00;;;12/09/2007;;;;;
645;;;;;;;;;;;;
646;Poço Escavado-Cacimba;13.00;;;;;;;;;;
647;;;;;;;;;;;;
648;Poço Escavado-Cacimba;16.00;1.5;2.00;;;;;;;;
649;;;;;;;;;;;;
650;Poço Escavado-Cacimba;6.00;1.00;2.00;;;;;;;;
651;Poço Escavado-Cacimba;15.00;;1.00;;;;;;;;
652;Poço Escavado-Cacimba;13.00;;4.5;;;;;;;;
653;Poço Escavado-Cacimba;6.00;1.00;1.00;;;;;;;;
654;Poço Tubular;13.00;1.00;1.2;;;;;;;;
655;Poço Tubular;14.00;;1.00;;;;;;;;
656;Poço Tubular;12.00;;1.2;;;;;;;;
657;Poço Tubular;18.00;1.00;1.2;;;;;;;;
658;;;;;;;;;;;;
659;;;;;;;;;;;;
660;;;;;;;;;;;;
661;;;;;;;;;;;;
662;Poço Tubular;12.00;;1.5;;;;;;;;
663;;;;;;;;;;;;
664;;;;;;;;;;;;
665;;;;;;;;;;;;
666;;;;;;;;;;;;
667;;;;;;;;;;;;
668;Poço Tubular;12.00;1.00;1.2;;;;;;;;
669;;;;;;;;;;;;
670;;;;;;;;;;;;
671;;;;;;;;;;;;
672;;;;;;;;;;;;
673;;;;;;;;;;;;
674;;;;;;;;;;;;
675;;;;;;;;;;;;
676;;;;;;;;;;;;
677;Poço Tubular;16.00;;1.5;;;;;;;;
678;;;;;;;;;;;;
679;;;;;;;;;;;;
680;;;;;;;;;;;;
681;Poço Tubular;17.00;;1.2;;;;;;;;
682;;;;;;;;;;;;
683;;;;;;;;;;;;
684;;;;;;;;;;;;
685;;;;;;;;;;;;
686;;;;;;;;;;;;
687;Poço Escavado-Cacimba;6.00;;;;;;;;;;
688;;;;;;;;;;;;
689;;;;;;;;;;;;
690;;;;;;;;;;;;
691;;;;;;;;;;;;
692;;;;;;;;;;;;
693;;;;;;;;;;;;
694;;;;;;;;;;;;
695;;;;;;;;;;;;
696;;;;;;;;;;;;
697;;;;;;;;;;;;
698;;;;;;;;;;;;
699;;;;;;;;;;;;
700;;;;;;;;;;;;
701;;;;;;;;;;;;
702;Poço Escavado-Cacimba;15.00;2.00;2.00;;;;;;;;
703;;;;;;;;;;;;
704;;;;;;;;;;;;
705;;;;;;;;;;;;
706;;;;;;;;;;;;
707;;;;;;;;;;;;
708;;;;;;;;;;;;
709;;;;;;;;;;;;
710;;;;;;;;;;;;
711;;;;;;;;;;;;
712;Poço Escavado-Cacimba;8.00;;4.00;;;;;;;;
713;;;;;;;;;;;;
714;Poço Escavado-Cacimba;60.00;;;;;;;;;;
715;;;;;;;;;;;;
716;;;;;;;;;;;;
717;Poço Escavado-Cacimba;50.00;;;;;;;;;;
718;;;;;;;;;;;;
719;;;;;;;;;;;;
720;;;;;;;;;;;;
721;Poço Escavado-Cacimba;12.00;1.00;2.00;;;;;;;;
722;Poço Escavado-Cacimba;80.00;;;;;;;;;;
723;Poço Escavado-Cacimba;13.00;1.5;2.00;;;;;;;;
724;;;;;;;;;;;;
725;Poço Escavado-Cacimba;72.00;0.8;1.2;;;;;;;;
726;;;;;;;;;;;;
727;;;;;;;;;;;;
728;;;;;;;;;;;;
729;Poço Escavado-Cacimba;80.00;0.8;1.2;;;;;;;;
730;Poço Escavado-Cacimba;20.00;1.00;1.2;;;;;;;;
731;Poço Escavado-Cacimba;35.00;0.8;2.00;;;;;;;;
732;Poço Escavado-Cacimba;12.00;1.00;5.00;;;;;;;;
733;Poço Escavado-Cacimba;105.00;;;;;;;;;;
734;;;;;;;;;;;;
735;;;;;;;;;;;;
736;Poço Escavado-Cacimba;80.00;0.8;3.00;;;;;;;;
737;Poço Escavado-Cacimba;90.00;0.8;1.2;;;;;;;;
738;;;;;;;;;;;;
739;;;;;;;;;;;;
740;;;;;;;;;;;;
741;;;;;;;;;;;;
742;Poço Escavado-Cacimba;8.00;1.00;4.00;;;;;;;;
743;;;;;;;;;;;;
744;;;;;;;;;;;;
745;Poço Tubular;60.00;;110.00;;;;;;;;
746;Poço Tubular;60.00;;110.00;;;;;;;Plástico PVC;
747;Poço Tubular;68.00;1.00;;;;;;;;;
748;Poço Tubular;60.00;;;;;;;;;;
749;Poço Tubular;60.00;;110.00;;;;;;;;
750;Poço Tubular;;;;;;;;;;;
751;Poço Tubular;;;;;;;;;;;
752;Poço Tubular;;;;;;;;;;;
753;Poço Tubular;;;;;;;;;;;
754;Poço Tubular;;;;;;;;;;;
755;Poço Tubular;;;;;;;;;;;
756;Poço Tubular;;;;;;;;;;;
757;Poço Tubular;;;;;;;;;;;
758;Poço Tubular;;;;;;;;;;;
759;Poço Tubular;;;;;;;;;;;
760;Poço Tubular;;;;;;;;;;;
761;Poço Tubular;;;;;;;;;;;
762;Poço Tubular;;;;;;;;;;;
763;Poço Tubular;;;;;;;;;;;
764;Poço Tubular;;;;;;;;;;;
765;Poço Tubular;;;;;;;;;;;
766;Poço Tubular;;;;;;;;;;;
767;Poço Tubular;;;;;;;;;;;
768;Poço Tubular;;;;;;;;;;;
769;Poço Tubular;;;;;;;;;;;
770;Poço Tubular;;;;;;;;;;;
771;Poço Tubular;;;;;;;;;;;
772;;;;;;;;;;;;
773;Poço Tubular;62.00;0.5;4.00;;;;;;;;
774;Poço Tubular;82.00;0.5;4.00;;;;;;;;
775;Poço Tubular;60.00;0.5;4.00;;;;;;;;
776;Poço Escavado-Cacimba;6.00;0.5;;;;;;;;;
777;;67.00;0.5;4.00;;;;;;;;
778;Poço Escavado-Cacimba;15.00;0.8;2.00;;;;;;;;
779;;18.00;0.8;;;;;;;;;
780;;;;;;;;;;;;
781;;;;;;;;;;;;
782;Poço Tubular;48.00;0.5;4.00;;;;;;;;
783;Poço Escavado-Cacimba;8.00;0.8;;;;;;;;;
784;Poço Escavado-Cacimba;13.00;0.5;2.00;;;;;;;;
785;;12.00;0.5;4.00;;;;;;;;
786;Poço Tubular;60.00;0.5;;;;;;;;;
787;Poço Escavado-Cacimba;15.00;10.00;1.7;;;05/01/2020;;Sem filtro;;Tubos de concreto;
788;Poço Tubular;25.00;8.00;1.7;;;05/01/2020;;PVC;;Plástico PVC;
789;Poço Escavado-Cacimba;12.00;4.00;3.00;;;;;;;;
790;Poço Tubular;60.00;;;;;01/01/2020;;;;;
791;Poço Escavado-Cacimba;20.00;10.00;2.00;;;;;;;;
792;Poço Escavado-Cacimba;15.00;8.00;1.8;;;05/01/2018;;;;;
793;Poço Escavado-Cacimba;20.00;10.00;1.5;;;;;;;;
794;;;;;;;;;;;;
795;Poço Escavado-Cacimba;20.00;7.00;2.00;;;;;;;;
796;Poço Escavado-Cacimba;30.00;5.00;2.00;;;;;Sem filtro;;;
797;Poço Escavado-Cacimba;50.00;20.00;3.00;;;;;;;;
798;Poço Escavado-Cacimba;15.00;8.00;2.00;;;;;;;;
799;Poço Escavado-Cacimba;14.00;5.00;4.00;;;;;;;;
800;Poço Escavado-Cacimba;12.00;3.00;6.00;;;;;;;;
801;Poço Escavado-Cacimba;12.00;4.00;2.00;;;;;;;;
802;Poço Escavado-Cacimba;10.00;5.00;5.00;;;;;;;;
803;Poço Tubular;60.00;;;;;;;;;;
804;Poço Escavado-Cacimba;11.00;4.00;1.5;;;;;;;;
805;Poço Escavado-Cacimba;6.00;3.00;1.00;;;;;;;;
806;Poço Escavado-Cacimba;12.00;3.00;3.00;;;;;;;;
807;Poço Escavado-Cacimba;15.00;4.00;6.00;;;;;;;;
808;Poço Escavado-Cacimba;9.00;3.00;3.00;;;;;;;;
809;Poço Escavado-Cacimba;6.00;3.5;3.00;;;;;;;;
810;Poço Escavado-Cacimba;6.00;3.5;3.00;;;;;;;;
811;Poço Escavado-Cacimba;7.00;5.00;4.00;;;;;;;;
812;Poço Escavado-Cacimba;7.00;3.5;150.00;;;;;;;;
813;Poço Escavado-Cacimba;6.5;4.00;4.00;;;;;;;;
814;Poço Escavado-Cacimba;7.00;4.00;4.00;;;;;;;;
815;Poço Escavado-Cacimba;15.00;6.00;5.00;;;;;;;;
816;Poço Escavado-Cacimba;15.00;6.00;7.00;;;;;;;;
817;Poço Escavado-Cacimba;8.00;5.00;2.00;;;;;;;;
818;Poço Escavado-Cacimba;10.00;3.00;2.8;;;;;;;;
819;Poço Escavado-Cacimba;7.00;4.00;3.00;;;;;;;;
820;Poço Escavado-Cacimba;10.00;2.00;1.00;;;;;;;;
821;Poço Escavado-Cacimba;9.00;4.00;4.00;;;;;;;;
822;Poço Escavado-Cacimba;14.00;3.00;6.00;;;;;;;;
823;Poço Escavado-Cacimba;6.00;2.00;5.00;;;;;;;;
824;Poço Escavado-Cacimba;10.00;2.00;0.5;;;;;;;;
825;Poço Escavado-Cacimba;6.00;1.5;1.5;;;;;;;;
826;Poço Escavado-Cacimba;8.00;4.5;6.00;;;;;;;;
827;Poço Escavado-Cacimba;6.00;1.5;3.00;;;;;;;;
828;Poço Escavado-Cacimba;5.00;2.00;1.00;;;;;;;;
829;;3.00;1.00;2.00;;;;;;;;
830;Poço Escavado-Cacimba;90.00;;150.00;;;;;;;;
831;Poço Escavado-Cacimba;8.00;4.00;4.00;;;;;;;;
832;Poço Escavado-Cacimba;5.00;4.00;3.5;;;;;;;;
833;Poço Escavado-Cacimba;10.00;4.00;3.00;;;;;;;;
834;Poço Escavado-Cacimba;6.00;3.00;3.00;;;;;;;;
835;Poço Escavado-Cacimba;10.00;2.00;6.00;;;;;;;;
836;Poço Escavado-Cacimba;4.00;1.00;3.00;;;;;;;;
837;Poço Escavado-Cacimba;10.00;4.00;4.00;;;;;;;;
838;Poço Escavado-Cacimba;9.00;4.00;3.00;;;;;;;;
839;Poço Escavado-Cacimba;7.00;2.00;3.00;;;;;;;;
840;Poço Escavado-Cacimba;8.00;3.00;5.00;;;;;;;;
841;Poço Escavado-Cacimba;5.00;2.00;3.00;;;;;;;;
842;Poço Escavado-Cacimba;8.00;2.00;2.00;;;;;;;;
843;Poço Escavado-Cacimba;8.00;2.00;4.00;;;;;;;;
844;Poço Escavado-Cacimba;14.00;5.00;1.2;;;;;;;;
845;Poço Escavado-Cacimba;13.00;3.5;3.5;;;;;;;;
846;Poço Escavado-Cacimba;13.00;4.00;3.00;;;;;;;;
847;Poço Escavado-Cacimba;8.00;4.00;3.00;;;;;;;;
848;Poço Escavado-Cacimba;8.00;2.00;4.00;;;;;;;;
849;Poço Escavado-Cacimba;6.00;2.00;1.2;;;;;;;;
850;Poço Escavado-Cacimba;19.00;8.00;1.2;;;;;;;;
851;Poço Escavado-Cacimba;105.00;;150.00;;;;;;;;
852;Poço Escavado-Cacimba;15.00;4.00;3.00;;;;;;;;
853;Poço Escavado-Cacimba;5.00;2.5;1.5;;;;;;;;
854;Poço Escavado-Cacimba;6.00;2.5;3.00;;;;;;;;
855;Poço Escavado-Cacimba;4.00;;;;;;;;;;
856;Poço Escavado-Cacimba;8.00;3.00;3.5;;;;;;;;
857;Poço Escavado-Cacimba;8.00;4.00;5.00;;;;;;;;
858;Poço Escavado-Cacimba;5.00;1.00;3.00;;;;;;;;
859;Poço Escavado-Cacimba;2.5;0.5;2.00;;;;;;;;
860;Poço Escavado-Cacimba;6.00;3.00;2.00;;;;;;;;
861;Poço Escavado-Cacimba;20.00;5.00;4.00;;;;;;;;
862;Poço Escavado-Cacimba;8.00;3.00;1.5;;;;;;;;
863;Poço Escavado-Cacimba;4.00;1.00;2.00;;;;;;;;
864;Poço Escavado-Cacimba;6.00;4.00;1.00;;;;;;;;
865;Poço Escavado-Cacimba;6.00;3.00;4.00;;;;;;;;
866;Poço Escavado-Cacimba;10.00;4.00;2.00;;;;;;;;
867;Poço Escavado-Cacimba;3.00;0.00;3.00;;;;;;;;
868;Poço Escavado-Cacimba;6.00;3.00;1.5;;;;;;;;
869;Poço Escavado-Cacimba;14.00;1.00;4.00;;;;;;;;
870;;;;;;;;;;;;
871;Poço Escavado-Cacimba;10.00;1.00;2.00;;;;;;;;
872;;;;;;;;;;;;
873;Poço Escavado-Cacimba;36.00;1.00;4.00;;;;;;;;
874;Poço Escavado-Cacimba;6.00;1.00;4.00;;;;;;;;
875;;3.00;1.00;5.00;;;;;;;;
876;Poço Escavado-Cacimba;30.00;1.00;4.00;;;;;;;;
877;;12.00;1.00;2.5;;;;;;;;
878;Poço Escavado-Cacimba;6.00;1.00;5.00;;;;;;;;
879;;5.5;1.00;2.00;;;;;;;;
880;;;;;;;;;;;;
881;;6.00;1.00;2.00;;;;;;;;
882;Poço Escavado-Cacimba;9.00;1.00;2.5;;;;;;;;
883;;;;;;;;;;;;
884;;5.00;;;;;;;;;;
885;;5.00;;;;;;;;;;
886;Poço Escavado-Cacimba;5.00;1.00;2.00;;;;;;;;
887;;5.00;1.00;3.00;;;;;;;;
888;;3.00;;;;;;;;;;
889;;;;;;;;;;;;
890;;;;;;;;;;;;
891;;;;;;;;;;;;
892;;;;;;;;;;;;
893;;;;;;;;;;;;
894;Poço Tubular;66.00;0.5;;;;;;;1;;
895;;;;;;;;;;;;
896;;;;;;;;;;;;
897;;;;;;;;;;;;
898;;;;;;;;;;;;
899;Poço Escavado-Cacimba;4.00;1.00;100.00;;;;;;;;
900;;;;;;;;;;;;
901;Poço Escavado-Cacimba;;;;;;;;;;;
902;;;;;;;;;;;;
903;;;;;;;;;;;;
904;;;;;;;;;;;;
905;;;;;;;;;;;;
906;;;;;;;;;;;;
907;;;;;;;;;;;;
908;;;;;;;;;;;;
909;;;;;;;;;;;;
910;;;;;;;;;;;;
911;;;;;;;;;;;;
912;;;;;;;;;;;;
913;;;;;;;;;;;;
914;;;;;;;;;;;;
915;;;;;;;;;;;;
916;;65.00;1.00;4.00;;;;;;;;
917;Poço Escavado-Cacimba;70.00;;;;;;;;;;
918;Poço Escavado-Cacimba;70.00;;;;;;;;;;
919;Poço Escavado-Cacimba;;;;;;;;;;;
920;;;;;;;;;;;;
921;Poço Escavado-Cacimba;65.00;1.00;4.00;;;;;;;;
922;;;;;;;;;;;;
923;;;;;;;;;;;;
924;Poço Escavado-Cacimba;80.00;1.00;4.00;;;;;;;;
925;Poço Escavado-Cacimba;65.00;;;;;;;;;;
926;;65.00;1.00;4.00;;;;;;;;
927;;;;;;;;;;;;
928;Poço Escavado-Cacimba;100.00;0.4;4.00;;;;;;;;
929;Poço Escavado-Cacimba;45.00;;;;;;;;;;
930;;;;;;;;;;;;
931;Poço Escavado-Cacimba;80.00;0.5;4.00;;;;;;;;
932;;;;;;;;;;;;
933;Poço Escavado-Cacimba;52.00;0.8;4.00;;;;;;;;
934;;;;;;;;;;;;
935;;;;;;;;;;;;
936;;;;;;;;;;;;
937;Poço Escavado-Cacimba;70.00;0.5;4.00;;;;;;;;
938;;75.00;;;;;;;;;;
939;Poço Escavado-Cacimba;8.00;1.00;1.2;;;;;;;;
940;Poço Escavado-Cacimba;13.00;1.00;6.00;;;;;;;;
941;Poço Escavado-Cacimba;12.00;1.00;2.5;;;;;;;;
942;Poço Escavado-Cacimba;4.5;1.00;4.5;;;;;;;;
943;Poço Escavado-Cacimba;22.00;;1.5;;;;;;;;
944;Poço Escavado-Cacimba;13.00;;3.00;;;;;;;;
945;Poço Escavado-Cacimba;8.00;1.00;;;;;;;;;
946;Poço Escavado-Cacimba;14.00;;5.00;;;;;;;;
947;;;;;;;;;;;;
948;Poço Escavado-Cacimba;8.00;1.00;3.00;;;;;;;;
949;Poço Escavado-Cacimba;15.00;1.00;6.00;;;;;;;;
950;Poço Escavado-Cacimba;12.00;;5.00;;;;;;;;
951;Poço Escavado-Cacimba;6.00;;1.2;;;;;;;;
952;Poço Escavado-Cacimba;12.00;;1.2;;;;;;;;
953;Poço Escavado-Cacimba;5.00;;;;;;;;;;
954;Poço Escavado-Cacimba;15.00;;5.00;;;;;;;;
955;Poço Escavado-Cacimba;14.00;;;;;;;;;;
956;Poço Escavado-Cacimba;8.00;;;;;;;;;;
957;Poço Escavado-Cacimba;8.00;;;;;;;;;;
958;Poço Tubular;5.00;;2.2;;;;;;;;
959;Poço Escavado-Cacimba;20.00;;5.00;;;;;;;;
960;;;;;;;;;;;;
961;Poço Escavado-Cacimba;6.00;;1.00;;;;;;;;
962;Poço Escavado-Cacimba;15.00;;5.00;;;;;;;;
963;Poço Escavado-Cacimba;8.00;2.00;1.00;;;;;;;;
964;Poço Escavado-Cacimba;20.00;;5.00;;;;;;;;
965;Poço Escavado-Cacimba;10.00;;3.00;;;;;;;;
966;;;;;;;;;;;;
967;;;;;;;;;;;;
968;Poço Escavado-Cacimba;8.00;;;;;;;;;;
969;Poço Escavado-Cacimba;12.00;;1.5;;;;;;;;
970;Poço Escavado-Cacimba;5.00;1.8;2.00;;;;;;;;
971;Poço Escavado-Cacimba;12.00;1.00;4.00;;;;;;;;
972;Poço Escavado-Cacimba;12.00;1.00;4.00;;;;;;;;
973;Poço Escavado-Cacimba;16.00;1.00;3.00;;;;;;;;
974;Poço Escavado-Cacimba;5.00;;4.00;;;;;;;;
975;Poço Escavado-Cacimba;7.00;2.00;1.00;;;;;;;;
976;Poço Escavado-Cacimba;9.00;1.5;3.00;;;;;;;;
977;Poço Escavado-Cacimba;12.00;1.00;4.00;;;;;;;;
978;Poço Escavado-Cacimba;7.00;1.00;1.00;;;;;;;;
979;Poço Escavado-Cacimba;12.00;1.00;3.00;;;;;;;;
980;Poço Escavado-Cacimba;8.00;0.8;3.00;;;;;;;;
981;Poço Escavado-Cacimba;8.00;;;;;;;;;;
982;Poço Escavado-Cacimba;6.00;1.00;1.2;;;;;;;;
983;Poço Escavado-Cacimba;5.00;1.00;1.2;;;;;;;;
984;Poço Escavado-Cacimba;6.00;1.00;1.2;;;;;;;;
985;Poço Escavado-Cacimba;5.00;1.00;1.2;;;;;;;;
986;Poço Escavado-Cacimba;8.00;;4.00;;;;;;;;
987;;5.00;;;;;;;;;;
988;;10.00;;;;;;;;;;
989;Poço Escavado-Cacimba;8.00;0.8;3.00;;;;;;;;
990;Poço Escavado-Cacimba;12.00;0.3;3.5;;;;;;;;
991;Poço Escavado-Cacimba;12.00;0.8;2.00;;;;;;;;
992;Poço Escavado-Cacimba;12.00;0.3;3.5;;;;;;;;
993;Poço Escavado-Cacimba;12.00;0.3;3.00;;;;;;;;
994;Poço Escavado-Cacimba;12.00;0.3;3.00;;;;;;;;
995;Poço Escavado-Cacimba;10.00;1.00;6.00;;;;;;;;
996;Poço Escavado-Cacimba;10.00;1.00;6.00;;;;;;;;
997;Poço Escavado-Cacimba;10.00;0.8;3.00;;;;;;;;
998;Poço Escavado-Cacimba;17.00;0.8;6.00;;;;;;;;
999;Poço Escavado-Cacimba;17.00;0.8;6.00;;;;;;;;
1000;Poço Escavado-Cacimba;17.00;0.8;6.00;;;;;;;;
1001;Poço Escavado-Cacimba;17.00;0.8;6.00;;;;;;;;
1002;Poço Escavado-Cacimba;12.00;1.00;4.00;;;;;;;;
1003;Poço Escavado-Cacimba;5.00;1.00;1.5;;;;;;;;
1004;Poço Escavado-Cacimba;5.00;1.00;1.5;;;;;;;;
1005;Poço Escavado-Cacimba;7.00;1.00;1.00;;;;;;;;
1006;Poço Escavado-Cacimba;7.00;1.00;1.00;;;;;;;;
1007;Poço Escavado-Cacimba;7.00;1.00;1.00;;;;;;;;
1008;Poço Escavado-Cacimba;11.00;1.00;1.2;;;;;;;;
1009;Poço Escavado-Cacimba;12.00;0.5;3.5;;;;;;;;
1010;Poço Escavado-Cacimba;12.00;0.5;3.5;;;;;;;;
1011;Poço Escavado-Cacimba;13.00;0.8;4.00;;;;;;;;
1012;Poço Escavado-Cacimba;12.00;0.8;1.2;;;;;;;;
1013;Poço Escavado-Cacimba;12.00;1.00;2.3;;;;;;;;
1014;Poço Escavado-Cacimba;15.00;1.00;1.2;;;;;;;;
1015;Poço Escavado-Cacimba;15.00;1.00;1.2;;;;;;;;
1016;Poço Escavado-Cacimba;7.00;0.8;2.00;;;;;;;;
1017;Poço Escavado-Cacimba;13.00;1.00;2.00;;;;;;;;
1018;Poço Escavado-Cacimba;13.00;1.00;4.00;;;;;;;;
1019;Poço Escavado-Cacimba;13.00;1.00;4.00;;;;;;;;
1020;Poço Escavado-Cacimba;9.00;1.5;2.5;;;;;;;;
1021;Poço Escavado-Cacimba;9.00;1.5;2.5;;;;;;;;
1022;Poço Escavado-Cacimba;9.00;1.5;2.5;;;;;;;;
1023;Poço Escavado-Cacimba;9.00;1.5;2.5;;;;;;;;
1024;Poço Escavado-Cacimba;9.00;1.5;2.5;;;;;;;;
1025;Poço Escavado-Cacimba;9.00;1.5;2.5;;;;;;;;
1026;Poço Escavado-Cacimba;12.00;1.2;3.00;;;;;;;;
1027;Poço Escavado-Cacimba;7.00;1.00;3.5;;;;;;;;
1028;Poço Escavado-Cacimba;7.00;0.5;1.2;;;;;;;;
1029;Poço Escavado-Cacimba;12.00;1.00;2.00;;;;;;;;
1030;Poço Escavado-Cacimba;6.00;1.00;1.5;;;;;;;;
1031;Poço Escavado-Cacimba;6.00;1.00;1.5;;;;;;;;
1032;Poço Escavado-Cacimba;6.00;1.00;1.5;;;;;;;;
1033;Poço Escavado-Cacimba;13.00;0.8;3.00;;;;;;;;
1034;Poço Escavado-Cacimba;13.00;0.8;3.00;;;;;;;;
1035;Poço Escavado-Cacimba;13.00;0.8;3.00;;;;;;;;
1036;Poço Escavado-Cacimba;5.00;1.5;2.5;;;;;;;;
1037;Poço Escavado-Cacimba;5.00;1.5;2.5;;;;;;;;
1038;Poço Escavado-Cacimba;12.00;1.5;4.00;;;;;;;;
1039;Poço Escavado-Cacimba;11.00;1.5;2.00;;;;;;;;
1040;Poço Escavado-Cacimba;11.00;1.5;2.00;;;;;;;;
1041;Poço Escavado-Cacimba;11.00;1.5;2.00;;;;;;;;
1042;Poço Escavado-Cacimba;12.00;1.00;4.00;;;;;;;;
1043;Poço Escavado-Cacimba;20.00;1.00;3.00;;;;;;;;
1044;;10.00;0.5;1.00;;;;;;;;
1045;Poço Escavado-Cacimba;13.00;0.5;4.00;;;;;;;;
1046;Poço Escavado-Cacimba;13.00;1.5;2.00;;;;;;;;
1047;Poço Escavado-Cacimba;12.00;0.8;3.00;;;;;;;;
1048;;;;;;;;;;;;
1049;Poço Escavado-Cacimba;16.00;0.5;3.00;;;;;;;;
1050;;15.00;0.5;3.00;;;;;;;;
1051;;12.00;0.5;3.00;;;;;;;;
1052;Poço Escavado-Cacimba;12.00;0.5;3.5;;;;;;;;
1053;;;;;;;;;;;;
1054;;;;;;;;;;;;
1055;Poço Escavado-Cacimba;15.00;0.5;2.00;;;;;;;;
1056;Poço Escavado-Cacimba;15.00;0.5;3.00;;;;;;;;
1057;Poço Escavado-Cacimba;8.00;0.4;4.00;;;;;;;;
1058;;8.00;0.5;3.00;;;;;;;;
1059;Poço Escavado-Cacimba;13.00;1.00;4.00;;;;;;;;
1060;Poço Escavado-Cacimba;13.00;1.00;4.00;;;;;;;;
1061;Poço Escavado-Cacimba;13.00;1.00;4.00;;;;;;;;
1062;Poço Escavado-Cacimba;13.00;1.00;4.5;;;;;;;;
1063;Poço Escavado-Cacimba;13.00;1.00;4.00;;;;;;;;
1064;Poço Escavado-Cacimba;13.00;1.00;4.00;;;;;;;;
1065;Poço Escavado-Cacimba;18.00;1.00;3.00;;;;;;;;
1066;Poço Escavado-Cacimba;9.00;1.00;2.5;;;;;;;;
1067;Poço Escavado-Cacimba;10.00;1.00;5.00;;;;;;;;
1068;Poço Escavado-Cacimba;12.00;1.00;3.00;;;;;;;;
1069;Poço Escavado-Cacimba;12.00;1.00;2.00;;;;;;;;
1070;Poço Escavado-Cacimba;16.00;0.5;8.00;;;;;;;;
1071;Poço Escavado-Cacimba;10.00;0.5;3.00;;;;;;;;
1072;Poço Escavado-Cacimba;12.00;1.00;1.2;;;;;;;;
1073;Poço Escavado-Cacimba;10.00;0.5;3.00;;;;;;;;
1074;;;;;;;;;;;;
1075;Poço Escavado-Cacimba;6.00;0.5;3.00;;;;;;;;
1076;Poço Escavado-Cacimba;16.00;0.4;8.00;;;;;;;;
1077;Poço Escavado-Cacimba;18.00;1.00;5.00;;;;;;;;
1078;Poço Escavado-Cacimba;18.00;1.00;5.00;;;;;;;;
1079;Poço Escavado-Cacimba;16.00;0.5;8.00;;;;;;;;
1080;Poço Escavado-Cacimba;16.00;0.5;8.00;;;;;;;;
1081;Poço Escavado-Cacimba;16.00;0.8;3.00;;;;;;;;
1082;Poço Escavado-Cacimba;16.00;0.8;3.00;;;;;;;;
1083;Poço Escavado-Cacimba;16.00;1.50;2.5 ;;;;;;;;
1084;Poço Escavado-Cacimba;15.00;1.5;2.5;;;;;;;;
1085;Poço Escavado-Cacimba;18.00;0.8;3.00;;;;;;;;
1086;Piezométrico;12.00;1.5;;;;;;Sem filtro;;;
1087;Piezométrico;;;;;;;;;;;
1088;Piezométrico;12.00;1.5;;6.00;;;;Sem filtro;;;
1089;;;;;;;;;;;;
1090;Piezométrico;10.00;1.00;;;;;;;;;
1091;Piezométrico;12.00;1.00;;;;;;;;;
1092;Piezométrico;12.00;1.00;;;;;;Sem filtro;;;
1093;;;;;;;;;;;;
1094;;;;;;;;;;;;
1095;;14.00;1.00;;;;;;;;;
1096;Piezométrico;6.00;1.00;;;;;;;;;
1097;Piezométrico;14.00;1.00;;;;;;;;;
1098;;;;;;;;;;;;
1099;Poço Escavado-Cacimba;14.00;1.00;4.00;;;;;;;;
1100;Poço Escavado-Cacimba;6.00;1.00;1.2;;;;;;;;
1101;Poço Escavado-Cacimba;12.00;2.00;4.00;;;;;;;;
1102;Poço Escavado-Cacimba;11.00;1.00;4.00;;;;;;;;
1103;Poço Escavado-Cacimba;20.00;0.8;6.00;;;;;;;;
1104;Poço Escavado-Cacimba;20.00;0.8;6.00;;;;;;;;
1105;Poço Escavado-Cacimba;20.00;0.8;6.00;;;;;;;;
1106;Poço Escavado-Cacimba;12.00;0.5;2.5;;;;;;;;
1107;Poço Escavado-Cacimba;15.00;0.5;3.00;;;;;;;;
1108;Poço Escavado-Cacimba;15.00;0.5;3.00;;;;;;;;
1109;Poço Escavado-Cacimba;16.00;0.5;4.00;;;;;;;;
1110;Poço Escavado-Cacimba;10.00;0.5;3.00;;;;;;;;
1111;Poço Escavado-Cacimba;8.00;0.8;1.00;;;;;;;;
1112;Poço Escavado-Cacimba;8.00;0.8;1.00;;;;;;;;
1113;Poço Escavado-Cacimba;10.00;0.8;4.00;;;;;;;;
1114;Poço Escavado-Cacimba;6.00;0.8;4.00;;;;;;;;
1115;Poço Escavado-Cacimba;10.00;0.8;4.00;;;;;;;;
1116;Poço Escavado-Cacimba;12.00;0.8;4.00;;;;;;;;
1117;Poço Escavado-Cacimba;12.00;0.8;4.00;;;;;;;;
1118;Poço Escavado-Cacimba;12.00;0.8;4.00;;;;;;;;
1119;Poço Escavado-Cacimba;12.00;1.00;4.00;;;;;;;;
1120;Poço Escavado-Cacimba;12.00;1;4.00;;;;;;;;
1121;Poço Escavado-Cacimba;42.00;0.5;4.00;;;;;;;;
1122;Poço Escavado-Cacimba;42.00;0.5;4.00;;;;;;;;
