MES;EF0000;EF0001;EF0002;EF0003
Maio;18;4;16;1152
Maio;0;0;0;0
Maio;24;4;16;1536
Maio;0;0;0;0
Maio;24;8;16;3072
Maio;18;8;16;2304
Maio;24;4;16;1536
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;24;8;30;5760
Maio;18;8;30;4320
Maio;0;0;0;0
Maio;14;8;30;3360
Maio;24;8;30;5760
Maio;24;8;30;5760
Maio;0;0;0;0
Maio;0;0;0;0
Maio;24;8;30;5760
Maio;24;8;30;5760
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;35;8;30;8400
Maio;0;0;0;0
Maio;0;0;0;0
Maio;35;8;20;5600
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;9;12;30;3240
Maio;9;12;20;2160
Maio;10;1;16;160
Maio;21;3;30;1890
Maio;9;1;30;270
Maio;9;1;18;162
Maio;9;12;30;3240
Maio;9;10;12;1080
Maio;9;9;30;2430
Maio;9;2;30;540
Maio;0;0;0;0
Maio;9;1;30;270
Maio;9;5;12;540
Maio;9;3;30;810
Maio;0;0;0;0
Maio;15;1;30;450
Maio;0;0;0;0
Maio;0;0;0;0
Maio;22;6;15;1980
Maio;18;2;30;1080
Maio;3;8;15;360
Maio;3;8;30;720
Maio;35;2;15;1050
Maio;9;8;30;2160
Maio;3;4;30;360
Maio;3;4;30;360
Maio;5;4;30;600
Maio;4;8;30;960
Maio;3;8;30;720
Maio;9;8;30;2160
Maio;9;8;30;2160
Maio;9;8;30;2160
Maio;0;0;0;0
Maio;0;0;0;0
Maio;3;4;30;360
Maio;2;2;30;120
Maio;1;6;30;180
Maio;8;8;30;1920
Maio;6;6;30;1080
Maio;5;4;30;600
Maio;0;0;0;0
Maio;4;8;30;960
Maio;3;4;30;360
Maio;0;0;0;0
Maio;5;8;30;1200
Maio;3;8;30;720
Maio;2;8;30;480
Maio;5;8;30;1200
Maio;0;0;0;0
Maio;1;8;30;240
Maio;17;8;30;4080
Maio;7;8;30;1680
Maio;25;8;30;6000
Maio;2;8;30;480
Maio;4;8;30;960
Maio;5;8;30;1200
Maio;2;8;30;480
Maio;4;8;30;960
Maio;0;0;0;0
Maio;4;8;30;960
Maio;1;8;30;240
Maio;0;0;0;0
Maio;0;0;0;0
Maio;8;8;30;1920
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;5;8;30;1200
Maio;2;8;30;480
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;1;4;30;120
Maio;13.5;8;30;3240
Maio;6;8;30;1440
Maio;12;3;15;540
Maio;3;4;30;360
Maio;6;8;30;1440
Maio;55;8;30;13200
Maio;1;8;30;240
Maio;0.5;4;30;60
Maio;12;8;30;2880
Maio;1;6;30;180
Maio;0;0;0;0
Maio;1;8;30;240
Maio;0;0;0;0
Maio;3;8;30;720
Maio;2;8;30;480
Maio;3;16;30;1440
Maio;0;0;0;0
Maio;2;12;30;720
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;1;12;30;360
Maio;7;4;30;840
Maio;41;6;20;4920
Maio;37;4;20;2960
Maio;106;4;20;8480
Maio;7;4;30;840
Maio;36;4;20;2880
Maio;24;4;20;1920
Maio;6;4;30;720
Maio;0;0;0;0
Maio;113;4;30;13560
Maio;23;5;20;2300
Maio;27;6;20;3240
Maio;0;0;0;0
Maio;36;6;20;4320
Maio;118;4;20;9440
Maio;3;10;30;900
Maio;6;5;30;900
Maio;100;8;20;16000
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;2;10;30;600
Maio;0;0;0;0
Maio;3;12;30;1080
Maio;0;0;0;0
Maio;19;4;20;1520
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;12;6;20;1440
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;1;5;30;150
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;15;4;15;900
Maio;23;2;20;920
Maio;10;6;30;1800
Maio;54;3;20;3240
Maio;27;2;15;810
Maio;13;8;20;2080
Maio;0.5;6;30;90
Maio;6;4;20;480
Maio;10;8;20;1600
Maio;23;4;20;1840
Maio;12;4;15;720
Maio;15;8;20;2400
Maio;5;4;15;300
Maio;7;12;30;2520
Maio;25;4;20;2000
Maio;1;15;30;450
Maio;0;0;0;0
Maio;7;4;15;420
Maio;36;8;20;5760
Maio;2;4;30;240
Maio;10;10;20;2000
Maio;24;8;20;3840
Maio;10;1;15;150
Maio;15;2;10;300
Maio;8;8;30;1920
Maio;82;4;20;6560
Maio;0;0;0;0
Maio;0;0;0;0
Maio;73;4;20;5840
Maio;0;0;0;0
Maio;0;0;0;0
Maio;277;1;15;4155
Maio;0;0;0;0
Maio;176;4;10;7040
Maio;0;0;0;0
Maio;27;2;10;540
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;4;12;20;960
Maio;46;4;10;1840
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;15;4;20;1200
Maio;5;10;30;1500
Maio;0;0;0;0
Maio;2;12;30;720
Maio;2;3;20;120
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;3;4;30;360
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;3;3;30;270
Maio;0;0;0;0
Maio;27;5;20;2700
Maio;13;2;15;390
Maio;0;0;0;0
Maio;5;3;30;450
Maio;7;2;15;210
Maio;58;2;20;2320
Maio;1;6;30;180
Maio;14;3;15;630
Maio;21;2;15;630
Maio;5;3;30;450
Maio;5;2;30;300
Maio;12;6;30;2160
Maio;5;5;30;750
Maio;3;10;20;600
Maio;4;6;20;480
Maio;1;4;30;120
Maio;0;0;0;0
Maio;7;5;30;1050
Maio;2;8;30;480
Maio;4;6;30;720
Maio;4;6;20;480
Maio;7;10;30;2100
Maio;0;0;0;0
Maio;3;8;30;7.20
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;3;6;30;540
Maio;5;10;30;1500
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;4;4;15;240
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0.5;6;30;90
Maio;7;3;15;315
Maio;0;0;0;0
Maio;0;0;0;0
Maio;6;3;15;270
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;3;3;30;270
Maio;26;1;15;390
Maio;2;2;30;120
Maio;25;3;10;750
Maio;6;4;15;360
Maio;2;3;30;180
Maio;7;4;20;560
Maio;21;2;10;420
Maio;15;3;15;675
Maio;15;3;15;675
Maio;9;3;15;405
Maio;15;3;15;675
Maio;2;4;30;240
Maio;25;1;20;500
Maio;5;6;30;900
Maio;14;4;15;840
Maio;3;4;30;360
Maio;25;2;10;500
Maio;16;3;15;720
Maio;7;4;15;420
Maio;2;4;30;240
Maio;9;8;30;2160
Maio;1;8;30;240
Maio;1;8;30;240
Maio;1;8;30;240
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;7;8;20;1120
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;0;0;0;0
Maio;42;5;20;4200
Maio;17;6;20;2040
Maio;50;2;30;3000
Maio;1;8;30;240
Maio;0;0;0;0
Maio;10;10;20;2000
Maio;5;8;30;1200
Maio;7;8;30;1680
Maio;5;8;30;1200
Maio;4;10;30;1200
Maio;133;8;30;31920
Maio;81;8;30;19440
Maio;11;8;30;2640
Maio;6;8;30;1440
