USOS;H0320;H0321;H0322;H0323
1517;;;;12000.00
1518;;;;12000.00
1519;;;;5000.00
1520;;;;40000.00
1521;;;;50000.00
1522;;;;38000.00
1523;;;;50000.00
1524;;;;5000.00
1525;;;;12000.00
1526;;;;4000.00
1527;;;;80000.00
1528;;;;17000.00
1529;;;;16000.00
1530;;;;25000.00
1531;;;;51000.00
1532;;;;75800.00
1533;;;;20000.00
1534;;;;3000.00
1535;;;;1011600.00
1536;;;;13250.00
1537;;;;5000.00
1538;;;;40000.00
1539;;;;4366.00
1540;;;;6700.00
1541;;;;10000.00
1542;;;;4600.00
1543;;;;7100.00
1544;;;;4800.00
1545;;;;13000.00
1546;;;;6133.00
1547;;;;18000.00
1548;;;;11000.00
1549;;;;58000.00
1550;;;;47000.00
1551;;;;30000.00
1552;;;;42000.00
1553;;;;8600.00
1554;;;;7000.00
1555;;;;8600.00
1556;;;;4300.00
1557;;;;4000.00
1558;;;;5000.00
1559;;;;8000.00
1560;;;;5000.00
1561;;;;10400.00
1562;;;;10000.00
1563;;;;5200.00
1564;;;;6320.00
1565;;;;9000.00
1566;;;;8500.00
1567;;;;12000.00
1568;;;;6200.00
1569;;;;25000.00
1570;;;;5700.00
1571;;;;6400.00
1572;;;;5000.00
1573;;;;8000.00
1574;;;;5200.00
1575;;;;6200.00
1576;;;;3750.00
1577;;;;6800.00
1578;;;;6000.00
1579;;;;9800.00
1580;;;;4300.00
1581;;;;6800.00
1582;;;;39000.00
1583;;;;5600.00
1584;;;;6200.00
1585;;;;4700.00
1586;;;;16000.00
1587;;;;10000.00
1588;;;;6400.00
1589;;;;10000.00
1590;;;;6000.00
1591;;;;
1592;;;;12000.00
1593;;;;8600.00
1594;;;;8000.00
1595;;;;12000.00
1596;;;;4000.00
1597;;;;6000.00
1598;;;;5000.00
1599;;;;4000.00
1600;;;;7000.00
1601;;;;7000.00
1602;;;;9700.00
1603;;;;4500.00
1604;;;;5000.00
1605;;;;4800.00
1606;;;;5000.00
1607;;;;5500.00
1608;;;;4600.00
1609;;;;6700.00
1610;;;;4000.00
1611;;;;5560.00
1612;;;;4600.00
1613;;;;7000.00
1614;FALSE;;;7000.00
1615;FALSE;;;17000.00
1616;FALSE;;;10000.00
1617;FALSE;;;3000.00
1618;FALSE;;;4000.00
1619;FALSE;;;7000.00
1620;FALSE;;;5000.00
1621;TRUE;;;5000.00
1622;FALSE;;;7000.00
1623;TRUE;;;3000.00
1624;FALSE;;;22000.00
1625;TRUE;;;4000.00
1626;FALSE;;;12000.00
1627;TRUE;;;5000.00
1628;;;;6000.00
1629;TRUE;;;20000.00
1630;TRUE;;;12000.00
1631;FALSE;;;11500.00
1632;TRUE;;;12000.00
1633;TRUE;;;5000
1634;TRUE;;;6000
1635;TRUE;;;6000
1636;TRUE;;;4500
1637;;;;3500
1638;TRUE;;;
1639;TRUE;;;5500
1640;TRUE;;;
1641;;;;5000
1642;;;;4000
1643;TRUE;;;
1644;;;;
1645;TRUE;;;
1646;TRUE;;;
1647;TRUE;;;
1648;TRUE;;;7000
1649;TRUE;;;2500
1650;;;;
1651;;;;
1652;TRUE;;;
1653;;;;
1654;;;;
1655;;;;
1656;TRUE;;;
1657;;;;
1658;;;;
1659;;;;
1660;;;;
1661;;;;
1662;;;;
1663;TRUE;;;
1664;;;;
1665;;;;
1666;;;;
1667;;;;
1668;;;;
1669;;;;
1670;;;;
1671;;;;
1672;;;;
1673;;;;
1674;;;;
1675;;;;
1676;;;;
1677;;;;
1678;;;;
1679;;;;
1680;;;;
1681;;;;
1682;;;;
1683;;;;
1684;;;;
1685;;;;
1686;;;;150000.00
1687;;;;75000.00
1688;;;;150000.00
1689;;;;75000.00
1690;;;;26250.00
1691;;;;75000.00
1692;;;;75000.00
1693;;;;75000.00
1694;;;;52500.00
1695;;;;26250.00
1696;;;;75000.00
1697;;;;75000.00
1698;;;;75000.00
1699;;;;52500.00
1700;;;;26250.00
1701;;;;75000.00
1702;;;;75000.00
1703;;;;26250.00
1704;;;;26250.00
1705;;;;75000.00
1706;;;;26250.00
1707;;;;7500.00
1708;;;;26250.00
1709;;;;75000.00
1710;;;;26250.00
1711;;;;26250.00
1712;;;;75000.00
1713;;;;75000.00
1714;;;;75000.00
1715;;;;26250.00
1716;;;;75000.00
1717;;;;75000.00
1718;;;;75000.00
1719;;;;26250.00
1720;;;;150000.00
1721;;;;150000.00
1722;;;;75000.00
1723;;;;75000.00
1724;;;;150000.00
1725;;;;75000.00
1726;;;;75000.00
1727;;;;150000.00
1728;;;;75000.00
1729;;;;150000.00
1730;;;;75000.00
1731;;;;22916.20
1732;;;;150000.00
1733;;;;75000.00
1734;;;;75000.00
1735;;;;75000.00
1736;;;;150000.00
1737;;;;150000.00
1738;;;;75000.00
1739;;;;75000.00
1740;;;;45322.50
1741;;;;154900.00
1742;;;;25500000.00
1743;;;;150000.00
1744;;;;62400.00
1745;;;;
1746;;;;
1747;;;;75000.00
1748;;;;22916.20
1749;;;;
1750;;;;150000.00
1751;;;;19500000.00
1752;;;;150000.00
1753;;;;150000.00
1754;;;;15200.00
1755;;;;150000.00
1756;;;;300000.00
1757;;;;150000.00
1758;;;;150000.00
1759;;;;150000.00
1760;;;;14950.00
1761;;;;28500.00
1762;;;;15000.00
1763;;;;27040.00
1764;;;;12800.00
1765;;;;19000.00
1766;;;;11110.00
1767;;;;9300.00
1768;;;;28500.00
1769;;;;14414.90
1770;;;;19000.00
1771;;;;18200.00
1772;;;;9454.40
1773;;;;20874.00
1774;;;;28875.00
1775;;;;26289.00
1776;;;;19000.00
1777;;;;19000.00
1778;;;;27705.00
1779;;;;9630.00
1780;;;;8300.00
1781;;;;24000.00
1782;;;;13139.00
1783;;;;9750.00
1784;;;;5970.00
1785;;;;16989.00
1786;;;;23800.00
1787;;;;63080.00
1788;;;;8300.00
1789;;;;4800.00
1790;;;;
1791;;;;
1792;;;;13139.00
1793;;;;8758.00
1794;;;;
1795;;;;7600.00
1796;;;;11400.00
1797;;;;
1798;;;;8758.00
1799;;;;5600.00
1800;;;;
1801;;;;
1802;;;;
1803;;;;13230.00
1804;;;;15010.00
1805;;;;66000.00
1806;;;;12500.00
1807;;;;17629.00
1808;;;;3300.00
1809;;;;12350.00
1810;;;;8550.00
1811;;;;10500.00
1812;;;;12500.00
1813;;;;3420.00
1814;;;;12500.00
1815;;;;14250.00
1816;;;;6489.00
1817;;;;
1818;;;;12500.00
1819;;;;6600.00
1820;;;;16150.00
1821;;;;5970.00
1822;;;;4950.00
1823;;;;
1824;;;;7290.00
1825;;;;12500.00
1826;;;;5970.00
1827;;;;15010.00
1828;;;;12500.00
1829;;;;13230.00
1830;;;;
1831;;;;13230.00
1832;;;;13230.00
1833;;;;6489.00
1834;;;;5250.00
1835;;;;8955.00
1836;;;;11550.00
1837;;;;5970.00
1838;;;;12090.00
1839;;;;17628.20
1840;;;;30000.00
1841;;;;6489.00
1842;;;;8955.00
1843;;;;
1844;;;;18630.00
1845;;;;6809.40
1846;;;;22195.00
1847;;;;4500.00
1848;;;;20900.00
1849;;;;13230.00
1850;;;;36800.00
1851;;;;7410.00
1852;;;;20332.00
1853;;;;
1854;;;;35523.00
1855;;;;15580.00
1856;;;;17516.20
1857;;;;
1858;;;;15218.10
1859;;;;
1860;;;;24284.70
1861;;;;9657.00
1862;;;;13992.00
1863;;;;13680.00
1864;;;;12918.00
1865;;;;6840.00
1866;;;;49208.50
1867;;;;16750.00
1868;;;;41479.30
1869;;;;43650.00
1870;;;;58464.00
1871;;;;12000.00
1872;;;;11466.00
1873;;;;
1874;;;;65400.00
1875;;;;37831.80
1876;;;;
1877;;;;52050.00
1878;;;;18710.00
1879;;;;
1880;;;;22916.20
1881;;;;57000.00
1882;;;;45322.50
1883;;;;47910.00
1884;;;;29445.00
1885;;;;47100.00
1886;;;;23700.00
1887;;;;62400.00
1888;;;;
1889;;;;63150.00
1890;;;;150000.00
1891;;;;150000.00
1892;;;;150000.00
1893;;;;75000.00
1894;;;;75000.00
1895;;;;75000.00
1896;;;;150000.00
1897;;;;150000.00
1898;;;;150000.00
1899;;;;75000.00
1900;;;;150000.00
1901;;;;150000.00
1902;;;;75000.00
1903;;;;100000.00
1904;;;;100000.00
1905;;;;75000.00
1906;;;;100000.00
1907;;;;75000.00
1908;;;;100000.00
1909;;;;100000.00
1910;;;;150000.00
1911;;;;100000.00
1912;;;;
1913;;;;100000.00
1914;;;;150000.00
1915;;;;
1916;;;;
1917;;;;75000.00
1918;;;;100000.00
1919;;;;75000.00
1920;;;;
1921;;;;150000.00
1922;;;;
1923;;;;
1924;;;;500000.00
1925;;;;960000.00
1926;;;;800000.00
1927;;;;360000.00
1928;;;;
1929;;;;
1930;;;;800000.00
1931;;;;720000.00
1932;;;;150000.00
1933;;;;150000.00
1934;;;;720000.00
1935;;;;300000.00
1936;;;;200000.00
1937;;;;15000.00
1938;;;;150000.00
1939;;;;360000.00
1940;;;;75000.00
1941;;;;75000.00
1942;;;;75000.00
1943;;;;75000.00
1944;;;;75000.00
1945;;;;75000.00
1946;;;;
1947;;;;75000.00
1948;;;;75000.00
1949;;;;75000.00
1950;;;;75000.00
1951;;;;75000.00
1952;;;;75000.00
1953;;;;75000.00
1954;;;;150000.00
1955;;;;26250.00
1956;;;;150000.00
1957;;;;75000.00
1958;;;;150000.00
1959;;;;150000.00
1960;;;;150000.00
1961;;;;150000.00
1962;;;;75000.00
1963;;;;80000.00
1964;;;;26250.00
1965;;;;150000.00
1966;;;;26250.00
1967;;;;26250.00
1968;;;;26250.00
1969;;;;150000.00
1970;;;;26250.00
1971;;;;26250.00
1972;;;;26250.00
1973;;;;75000.00
1974;;;;26250.00
1975;;;;52500.00
1976;;;;75000.00
1977;;;;120000.00
1978;;;;75000.00
1979;;;;75000.00
1980;;;;75000.00
1981;;36;;52500.00
1982;;;;12000.00
1983;;;;75000.00
1984;;;;75000.00
1985;;;;52500.00
1986;;;;52500.00
1987;;;;130000.00
1988;;;;75000.00
1989;;;;75000.00
1990;;;;75000.00
1991;;;;75000.00
1992;;;;75000.00
1993;;;;75000.00
1994;;;;75000.00
1995;;;;75000.00
1996;;;;75000.00
1997;;;;150000.00
1998;;;;75000.00
1999;;;;75000.00
2000;;;;150000.00
2001;;;;75000.00
2002;;;;150000.00
2003;;;;75000.00
2004;;;;75000.00
2005;;;;75000.00
2006;;;;150000.00
2007;;;;150000.00
2008;;;;75000.00
2009;;;;150000.00
2010;;;;150000.00
2011;;;;150000.00
2012;;;;75000.00
2013;;;;75000.00
2014;;;;75000.00
2015;;;;75000.00
2016;;;;75000.00
2017;;;;75000.00
2018;;;;75000.00
2019;;;;75000.00
2020;;;;75000.00
2021;;;;75000.00
2022;TRUE;;;8000.00
2023;;;;
2024;TRUE;;;5000.00
2025;;;;5000.00
2026;;;;6000.00
2027;;;;
2028;;;;
2029;;;;
2030;TRUE;;;5000.00
2031;;;;
2032;;;;8000.00
2033;;;;2500.00
2034;TRUE;;;5000.00
2035;;;;3000.00
2036;TRUE;;;5000.00
2037;;;;3000.00
2038;;;;
2039;;;;
2040;;;;
2041;;;;7000.00
2042;;;;4000.00
2043;;;;
2044;;;;
2045;;;;
2046;;;;
2047;;;;
2048;;;;
2049;;;;
2050;;;;
2051;;;;
2052;;;;
2053;;;;
2054;;;;4000.00
2055;;;;3500.00
2056;;;;4000.00
2057;;;;
2058;;;;
2059;;;;
2060;;;;
2061;;;;
2062;;;;
2063;;;;
2064;;;;
2065;;;;
2066;;;;
2067;;;;
2068;;;;
2069;;;;
2070;;;;
2071;;;;
2072;;;;4000.00
2073;;;;
2074;;;;
2075;;;;
2076;;;;
2077;;;;
2078;;;;
2079;;;;4000.00
2080;;;;
2081;;;;
2082;;;;
2083;;;;
2084;;;;
2085;;;;
2086;;;;3000.00
2087;;;;
2088;;;;600000.00
2089;;;;50000.00
2090;;;;115700.00
2091;;;;40000.00
2092;;;;24000.00
2093;;;;288000.00
2094;;;;24000.00
2095;;;;488000.00
2096;;;;19200.00
2097;;;;96000.00
2098;;;;21000.00
2099;FALSE;;;22000.00
2100;;;;10500.00
2101;;;;40000.00
2102;;;;50000.00
2103;;;;40000.00
2104;;;;96000.00
2105;;;;386660.00
2106;;;;39440.00
2107;;;;39440.00
2108;;;;6000.00
2109;;;;
2110;;;;39440.00
2111;;;;384000.00
2112;;;;24000.00
2113;;;;288000.00
2114;;;;24000.00
2115;;;;39440.00
2116;;;;10000.00
2117;;;;39440.00
2118;;;;39440.00
2119;;;;80000.00
2120;;;;70400.00
2121;;;;40000.00
2122;;;;29580.00
2123;;;;39440.00
2124;;;;40000.00
2125;;;;39440.00
2126;;;;40000.00
2127;;;;75000.00
2128;;;;10000.00
2129;;;;31000.00
2130;;;;24000.00
2131;;;;18000.00
2132;;;;336000.00
2133;;;;24000.00
2134;;;;18000.00
2135;;;;1400000.00
2136;;;;29580.00
2137;;;;115000.00
2138;;;;48000.00
2139;;;;18000.00
2140;;;;24000.00
2141;;;;55000.00
2142;;;;80000.00
2143;;;;24000.00
2144;;;;42000.00
2145;;;;40000.00
2146;;;;33000.00
2147;;;;40000.00
2148;;;;24000.00
2149;;;;105000.00
2150;;;;35000.00
2151;;;;150000.00
2152;;;;24000.00
2153;;;;31500.00
2154;;;;94000.00
2155;;;;18000.00
2156;;;;100000.00
2157;;;;24900.00
2158;;;;78800.00
2159;;;;192000.00
2160;;;;384000.00
2161;;;;384000.00
2162;;;;18000.00
2163;;;;12000.00
2164;;;;80000.00
2165;;;;24000.00
2166;;;;63000.00
2167;;;;260000.00
2168;;;;6000.00
2169;;;;31500.00
2170;;;;4500.00
2171;;;;144000.00
2172;;;;90360.00
2173;;;;
2174;;;;50000.00
2175;;;;249000.00
2176;;;;50000.00
2177;;;;75000.00
2178;;;;384000.00
2179;;;;148000.00
2180;;;;35000.00
2181;;;;93000.00
2182;;;;53000.00
2183;;;;32000.00
2184;;;;38000.00
2185;;;;198000.00
2186;;;;130000.00
2187;;;;12000.00
2188;;;;384000.00
2189;;;;384000.00
2190;;;;288000.00
2191;;;;42000.00
2192;;;;22000.00
2193;;;;80000.00
2194;;;;36000.00
2195;;;;40000.00
2196;;;;120000.00
2197;;;;40000.00
2198;;;;10000.00
2199;;;;21000.00
2200;;;;31500.00
2201;;;;250000.00
2202;;;;30000.00
2203;;;;40000.00
2204;;;;30000.00
2205;;;;40000.00
2206;;;;41000.00
2207;;;;200000.00
2208;;;;15000.00
2209;;;;40000.00
2210;;;;40000.00
2211;;;;40000.00
2212;;;;50000.00
2213;;;;20000.00
2214;;;;500000.00
2215;;;;55000.00
2216;;;;41000.00
2217;;;;300000.00
2218;;;;20000.00
2219;;;;20000.00
2220;;;;40000.00
2221;;;;22000.00
2222;;;;20000.00
2223;;;;200000.00
2224;;;;45000.00
2225;;;;20000.00
2226;;;;300000.00
2227;;;;42000.00
2228;;;;24000.00
2229;;;;31000.00
2230;;;;30000.00
2231;;;;35000.00
2232;;;;40000.00
2233;;;;20000.00
2234;;;;211000.00
2235;;;;9247500.00
2236;;;;240000.00
2237;;;;216000.00
2238;;;;
2239;;;;504000.00
2240;;;;384000.00
2241;;;;384000.00
2242;;;;102000.00
2243;;;;39440.00
2244;;;;192000.00
2245;;;;12000.00
2246;;;;42000.00
2247;;;;115720.00
2248;;;;108500.00
2249;;;;384000.00
2250;;;;200000.00
2251;;;;99000.00
2252;;;;157500.00
2253;;;;18000.00
2254;;;;24000.00
2255;;;;132000.00
2256;;;;202000.00
2257;;;;40000.00
2258;;;;42000.00
2259;;;;384000.00
2260;;;;
2261;;;;384000.00
2262;;;;24000.00
2263;;;;15000.00
2264;;;;176000.00
2265;;;;384000.00
2266;;;;20000.00
2267;;;;384000.00
2268;;;;144000.00
2269;;;;70000.00
2270;;;;192000.00
2271;;;;209500.00
2272;;;;384000.00
2273;;;;17500.00
2274;;;;384000.00
2275;;;;129860.00
2276;;;;38750.00
2277;;;;240000.00
2278;;;;26250.00
2279;;;;215000.00
2280;;;;26900.00
2281;;;;30090.00
2282;;;;39440.00
2283;;;;288000.00
2284;;;;39440.00
2285;;;;10920.00
2286;;;;150000.00
2287;;;;384000.00
2288;;;;176000.00
2289;;;;593200.00
2290;;;;42000.00
2291;;;;
2292;;;;39440.00
2293;;;;367060.00
2294;;;;262500.00
2295;;;;262500.00
2296;;;;288000.00
2297;;;;42000.00
2298;;;;105860.00
2299;;;;39440.00
2300;;;;39440.00
2301;;;;262500.00
2302;;;;19720.00
2303;;;;68250.00
2304;;;;262500.00
2305;;;;45602.00
2306;;;;384000.00
2307;;;;384000.00
2308;;;;6000.00
2309;;;;403720.00
2310;;;;35000.00
2311;;;;155000.00
2312;;;;24000.00
2313;;;;
2314;;;;119700.00
2315;;;;29580.00
2316;;;;39440.00
2317;;;;50580.00
2318;;;;102000.00
2319;;;;384000.00
2320;;;;50580.00
2321;;;;20300.00
2322;;;;42500.00
2323;;;;204000.00
2324;;;;38400.00
2325;;;;11250.00
2326;;;;200000.00
2327;;;;429000.00
2328;;;;39440.00
2329;;;;39440.00
2330;;;;50000.00
2331;;;;35000.00
2332;;;;252000.00
2333;;;;162000.00
2334;;;;200000.00
2335;;;;48000.00
2336;;;;384000.00
2337;;;;240000.00
2338;;;;384000.00
2339;;;;45650.00
2340;;;;35000.00
2341;;;;31500.00
2342;;;;11000.00
2343;;;;142400.00
2344;;;;29580.00
2345;;;;384000.00
2346;;;;25000.00
2347;;;;130000.00
2348;;;;40000.00
2349;;;;24000.00
2350;;;;136520.00
2351;;;;384000.00
2352;;;;288000.00
2353;;;;384000.00
2354;;;;40000.00
2355;;;;208000.00
2356;;;;384000.00
2357;;;;384000.00
2358;;;;400000.00
2359;;;;176000.00
2360;;;;288000.00
2361;;;;384000.00
2362;;;;768000.00
2363;;;;60000.00
2364;;;;24000.00
2365;;;;50000.00
2366;;;;298000.00
2367;;;;384000.00
2368;;;;18000.00
2369;;;;40000.00
2370;;;;147000.00
2371;;;;50000.00
2372;;;;25000.00
2373;;;;5000.00
2374;;;;4000.00
2375;;;;
2376;;;;10000.00
2377;;;;5000.00
2378;;;;
2379;;;;5000.00
2380;;;;3500.00
2381;;;;
2382;;;;
2383;;;;4000.00
2384;;;;
2385;;;;
2386;;;;
2387;;;;
2388;;;;
2389;;;;5000.00
2390;;;;6000.00
2391;;;;
2392;;;;5000.00
2393;;;;
2394;;;;
2395;;;;
2396;;;;7000.00
2397;;;;
2398;;;;
2399;FALSE;;;10000.00
2400;;;;7000.00
2401;;;;
2402;TRUE;;;7500.00
2403;;;;8000.00
2404;;;;
2405;FALSE;;;5000.00
2406;;;;
2407;;;;
2408;TRUE;;2;10000.00
2409;;;;10000.00
2410;;;;5000.00
2411;;;;7000.00
2412;;;;
2413;;;;12000.00
2414;;;;12000.00
2415;;;;10000.00
2416;TRUE;;;6000.00
2417;;;;1000.00
2418;;;;
2419;;;;4000.00
2420;;;;
2421;;;;5000.00
2422;;;;
2423;;;;
2424;;;;
2425;;;;5000.00
2426;;;;
2427;;;;5500.00
2428;;;;
2429;;;;7000.00
2430;;;;6000.00
2431;;;;
2432;;;;5000.00
2433;;;;4000.00
2434;;;;4500.00
2435;TRUE;;3;7000.00
2436;;;;6000.00
2437;;;;
2438;;;;
2439;;;;
2440;;;;
2441;;;;5000.00
2442;;;;5000.00
2443;;;;
2444;;;;6000.00
2445;;;;6500.00
2446;;;;5000.00
2447;;;;6000.00
2448;;;;6000.00
2449;;;;4500.00
2450;;;;6500.00
2451;TRUE;;;6000.00
2452;;;;
2453;;;;
2454;;;;6000.00
2455;;;;
2456;TRUE;;;6000.00
2457;;;;5000.00
2458;;;;
2459;TRUE;;;6000.00
2460;TRUE;;;6000.00
2461;TRUE;;;7500.00
2462;;;;5000.00
2463;;;;6000.00
2464;;;;
2465;;;;7000.00
2466;;;;3500.00
2467;;;;3500.00
2468;;;;3500.00
2469;;;;4000.00
2470;;;;4000.00
2471;;;;3500.00
2472;;;;3500.00
2473;;;;3500.00
2474;;;;3500.00
2475;;;;3500.00
2476;;;;3500.00
2477;;;;3500.00
2478;;;;4000.00
2479;;;;4000.00
2480;;;;4000.00
2481;;;;4000.00
2482;;;;3500.00
2483;;;;4000.00
2484;;;;
2485;;;;
2486;;;;
2487;;;;
2488;;;;
2489;;;;
2490;;;;
2491;;;;
2492;;;;
2493;;;;4000.00
2494;;;;
2495;;;;
2496;;;;
2497;;;;
2498;;;;
2499;;;;
2500;;;;
2501;;;;
2502;;;;
2503;;;;
2504;;;;
2505;;;;
2506;;;;
2507;;;;
2508;;;;
2509;;;;
2510;;;;
2511;;;;
2512;;;;
2513;;;;
2514;;;;
2515;;;;
2516;;;;
2517;;;;
2518;;;;
2519;;;;
2520;;;;
2521;;;;
2522;;;;
2523;;;;
2524;;;;
2525;;;;
2526;;;;
2527;;;;
2528;;;;
2529;;;;
2530;;;;
2531;;;;
2532;;;;
2533;;;;
2534;;;;
2535;;;;5000.00
2536;;;;4000.00
2537;;;;3500.00
2538;;;;4000.00
2539;;;;4500.00
2540;;;;
2541;;;;6000.00
2542;;;;4000.00
2543;;;;6000.00
2544;;;;3000.00
2545;;;;3000.00
2546;;;;5600.00
2547;;;;6000.00
2548;;;;4700.00
2549;;;;4000.00
2550;TRUE;;2;5000.00
2551;;;;6000.00
2552;;;;6500.00
2553;;;;6500.00
2554;;;;5000.00
2555;TRUE;;;5600.00
2556;TRUE;;;8000.00
2557;TRUE;;;6700.00
2558;;;;5000.00
2559;;;;5000.00
2560;TRUE;;;7400.00
2561;TRUE;;;6500.00
2562;;;;6800.00
2563;TRUE;;;7000.00
2564;;;;6500.00
2565;;;;
2566;TRUE;;;5600.00
2567;;;;
2568;;;;7000.00
2569;;;;3700.00
2570;;;;4600.00
2571;TRUE;;;7500.00
2572;;;;
2573;;;;7000.00
2574;;;;
2575;;;;
2576;;;;
2577;;;;
2578;;;;
2579;;;;
2580;;;;
2581;;;;
2582;;;;
2583;;;;
2584;;;;
2585;;;;
2586;;;;
2587;;;;
2588;;;;
2589;;;;
2590;;;;
2591;;;;
2592;;;;
2593;;;;
2594;;;;
2595;;;;
2596;;;;
2597;;;;
2598;;;;
2599;;;;4000.00
2600;;;;
2601;;;;
2602;;;;
2603;;;;
2604;;;;
2605;;;;
2606;;;;
2607;;;;4000.00
2608;;;;
2609;;;;
2610;;;;
2611;;;;
2612;;;;
2613;;;;
2614;;;;
2615;;;;
2616;;;;
2617;;;;
2618;;;;
2619;;;;
2620;;;;
2621;;;;
2622;;;;
2623;;;;
2624;;;;
2625;;;;
2626;;;;
2627;;;;
2628;;;;
2629;;;;
2630;;;;
2631;;;;
2632;;;;
2633;;;;
2634;;;;
2635;;;;
2636;;;;
2637;;;;
2638;;;;
2639;;;;
2640;;;;5000.00
2641;;;;
2642;;;;
2643;;;;
2644;;;;4500.00
2645;;;;
2646;;;;
2647;;;;
2648;;;;
2649;;;;6000.00
2650;;;;
2651;;;;
2652;;;;5000.00
2653;;;;
2654;;;;
2655;;;;6000.00
2656;;;;7000.00
2657;;;;
2658;;;;
2659;;;;
2660;;;;
2661;;;;4000.00
2662;;;;
2663;;;;
2664;;;;
2665;;;;4500.00
2666;;;;5000.00
2667;;;;
2668;;;;
2669;;;;
2670;;;;
2671;;;;
2672;;;;
2673;;;;
2674;;;;
2675;;;;
2676;;;;
2677;;;;
2678;;;;
2679;;;;
2680;;;;7500.00
2681;;;;
2682;;;;
2683;;;;8000.00
2684;;;;8000.00
2685;;;;
2686;;;;5000.00
2687;;;;10000.00
2688;;;;
2689;;;;
2690;;;;
2691;;;;
2692;;;;4500.00
2693;;;;
2694;;;;6000.00
2695;;;;5000.00
2696;;;;5000.00
2697;;;;
2698;;;;
2699;;;;
2700;;;;
2701;;;;8000.00
2702;;;;
2703;;;;
2704;TRUE;;;7000.00
2705;TRUE;;;6000.00
2706;;;;
2707;;;;
2708;;;;
2709;;;;
2710;;;;
2711;;;;
2712;;;;
2713;;;;
2714;;;;
2715;;;;
2716;;;;
2717;;;;
2718;;;;
2719;;;;610000.00
2720;;;;
2721;;;;
2722;;;;
2723;;;;5000000.00
2724;;;;
2725;;;;1500.00
2726;;;;
2727;;;;800000.00
2728;;;;2600.00
2729;;;;8000.00
2730;;;;1200.00
2731;;;;
2732;;;;
2733;;;;
2734;;;;
2735;;;;
2736;;;;1200.00
2737;;;;
2738;;;;
2739;;;;
2740;;;;
2741;;;;
2742;;;;
2743;;;;
2744;;;;
2745;;;;
2746;;;;
2747;;;;
2748;;;;
2749;;;;
2750;;;;
2751;;;;
2752;;;;
2753;;;;
2754;;;;
2755;;;;
2756;;;;
2757;;;;
2758;;;;
2759;;;;
2760;;;;
2761;;;;
2762;;;;
2763;;;;
2764;;;;
2765;;;;
2766;;;;
2767;;;;
2768;;;;
2769;;;;
2770;;;;
2771;;;;
2772;;;;
2773;;;;
2774;;;;
2775;;;;
2776;;;;
2777;;;;
2778;;;;
2779;;;;
2780;;;;
2781;;;;
2782;;;;
2783;;;;
2784;;;;
2785;;;;
2786;;;;
2787;;;;
2788;;;;
2789;;;;
2790;;;;
2791;;;;
2792;;;;
2793;;;;
2794;;;;
2795;;;;
2796;;;;
2797;;;;
2798;;;;
2799;;;;
2800;;;;
2801;;;;
2802;;;;
2803;;;;
2804;;;;
2805;;;;
2806;;;;
2807;;;;
2808;;;;
2809;;;;
2810;;;;
2811;;;;
2812;;;;
2813;;;;
2814;;;;
2815;;;;
2816;;;;
2817;;;;
2818;;;;
2819;;;;
2820;;;;
2821;;;;
2822;;;;
2823;;;;
2824;;;;
2825;;;;
2826;;;;
2827;;;;
2828;;;;
2829;;;;
2830;;;;
2831;;;;
2832;;;;
2833;;;;
2834;;;;
2835;;;;
2836;;;;
2837;;;;
2838;;;;
2839;;;;
2840;;;;
2841;;;;
2842;;;;
2843;;;;
2844;;;;
2845;;;;
2846;;;;
2847;;;;
2848;;;;
2849;;;;
2850;;;;
2851;;;;
2852;;;;
2853;;;;
2854;;;;
2855;;;;
2856;;;;
2857;;;;
2858;;;;
2859;;;;
2860;;;;
2861;;;;
2862;;;;
2863;;;;
2864;;;;
2865;;;;
2866;;;;
2867;;;;
2868;;;;
2869;;;;
2870;;;;
2871;;;;
2872;;;;
2873;;;;
2874;;;;
2875;TRUE;;;8600.00
2876;;;;
2877;;;;
2878;;;;
2879;;;;
2880;;;;
2881;;;;
2882;;;;5000.00
2883;;;;
2884;;;;4500.00
2885;;;;2800.00
2886;;;;3800.00
2887;;;;3300.00
2888;;;;2500.00
2889;;;;5300.00
2890;;;;4000.00
2891;;;;
2892;;;;
2893;;;;
2894;;;;25000.00
2895;;;;15000.00
2896;;;;30000.00
2897;;;;28000.00
2898;;;;20000.00
2899;;;;103000.00
2900;;;;57600.00
2901;;;;25000.00
2902;;;;25000.00
2903;;;;25000.00
2904;;;;25000.00
2905;;;;34200.00
2906;;;;27360.00
2907;;;;35000.00
2908;;;;35000.00
2909;;;;20000.00
2910;;;;20000.00
2911;;;;25000.00
